:START_ID,:END_ID,:TYPE
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Joe Lombardo,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,John Adams,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,John F. Kennedy,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,John Hancock,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,John Jay,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,John Quincy Adams,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,John Tyler,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Justin Trudeau,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Kaibab Indian Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Kalispel Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Kamala Devi Harris,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,kamala harris,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Kansas,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Karuk Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Katie Hobbs,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Kentucky,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Kickapoo Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Kikapoo,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Kino Border Initiative,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Klallam,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Klamath Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Komagata Maru incident,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Kootenai Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Kumeyaay,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Kutenai,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,La Jolla Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,La Posta Indian Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,La Raza studies,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lac Courte Oreilles Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lac du Flambeau Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lac Vieux Desert Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Laguna Pueblo,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lake Traverse Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lakota,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Large Combustion Plant (LCP),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Las Vegas Indian Colony,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,LatCrit,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Latino studies,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Latino vote,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,latinx,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Law and Migrations,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Laytonville Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Leech Lake Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,left in the United States,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Library of Parliament,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Likely Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Little Jamaica,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Little River Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Little Traverse Bay Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lone Pine Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lookout Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Los Coyotes Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Louisiana,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lovelock Indian Colony,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lower Brule Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lower Elwha Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lower Sioux Indian Community,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lummi Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lxs Otrxs Dreamers,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lyndon B. Johnson,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Lytton Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Maidu,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Maine,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Makah Indian Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,make american great again (MAGA),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Maliseet,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Manchester-Point Arena Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mandan,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Manitoba,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Manzanita Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mapa (Mexican-American Political Association),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Margaret Atwood,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Maricopa,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Maricopa Ak Chin Indian Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Marine Corps Intelligence,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mark E. Kelly,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Martin Luther King,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Martin Van Buren,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Maryland,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mashantucket Pequot Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mashpee Wampanoag Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Massachusetts,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Match-e-be-nash-she-wish Band of Pottawatomi Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mattaponi Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mecha (Movimiento Estudiantil Chicano de Aztlán),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Meech Lake Accord,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Melting Pot,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Menominee Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,merican Universities,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mesa Grande Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mescalero Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexican American,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,mexican american,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexican American Women,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexican Americans authors,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexican Americans in Literature,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexican Canadians,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexican cultural industries,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexican temporary agricultural Workers in Canada,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexican-Americans,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,mexicanamerican,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexicans in Canada,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexico and United States and Canada,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexico-U.S,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexico-U.S. relations,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mexico-United States border studies,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Miccosukee Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Michigan,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Middletown Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,migrant hospitality,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Migrant Workers Alliance for Change (MWAC),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Migration Policy Institute,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,MIKTA,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Millard Fillmore,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mille Lacs Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Miluk Coos,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Minnesota,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Minnesota Chippewa Trust Land,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,MIRPS,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mississippi,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mississippi Choctaw Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Missouri,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Miwok,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Miꞌkmaq,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Moapa River Indian Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mohave,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mohegan Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mono,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Monroe Doctrine,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Monroe doctrine,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Montana,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Montgomery Creek Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Mooretown Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Morongo Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Movimiento Estudiantil Chicano,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Muckleshoot,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Muckleshoot Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Music Canada,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,NAFTA,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,NAFTA renegotiation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nakota,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nambe Pueblo,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Narragansett Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,NatCon,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,NatGeo,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,National Conservatism Conference,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,National Democratic Congress (NDC),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,National Foreign Intelligence Program.,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,National Geospatial-Intelligence Agency (NGA),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,National Immigration Forum,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,National Intelligence Program,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,National Reconnaissance Office (NRO),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,National Reconnaissance Program,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,National Security Agency,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Native Americans,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Navajo,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Navajo Nation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Navy Intelligence,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,nba,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,nbc,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,nearshoring,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nebraska,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Negroes in US,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nespelem,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nevada,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,New Brunswick,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,New Hampshire,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,New Jersey,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,New Mexico,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,New York,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,New York Conspiracy of 1741,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,New York Declaration for Refugees and Migrants,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Newfoundland and Labrador,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nez Perce,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nez Perce Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,nfl,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,NGA,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,night studies,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nigro-War,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nisqually,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nisqually Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,No Child Left behind Act of 2001,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,nocturnality,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nooksack Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,North America,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,North American,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,North American cultural industries,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,North American Free Trade Agreement,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,North American trade,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,North Carolina,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,North Dakota,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,North Fork Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Northern American,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,northern border,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Northern Cheyenne Indian Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Northern Paiute,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Northern Shoshone,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Northwest Territories,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Northwestern Shoshone Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nova Scotia,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,NRO,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,NSA,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nunavut,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nuu-chah-nulth,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Nycole Turmel,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Obama,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Obamacare,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Office of the Director of National Intelligence (DNI),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Ohio,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Ohkay Owingeh,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Oil Springs Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Ojibwe,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Oklahoma,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Old North Bridge,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Omaha Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Oneida Nation Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Oneida Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Onondaga Nation Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Ontario,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Ontonagon Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Operativo Centinela,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Oregon,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Osage Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Otros Dreamers en Acción (ODA),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Otros Dreams en Acción (ODA),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,pachucos,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pacto Mundial sobre los Refugiados,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Paiute Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pala Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Palouse,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pamunkey Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Panlatinidad,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Panlatino,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,paradiplomacy,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pascua Pueblo Yaqui Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Paskenta Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Passamaquoddy,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Passamaquoddy Trust Land,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Patriot Act,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Patriots,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pauma and Yuima Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pax Americana,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pechanga Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pennsylvania,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Penobscot,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Penobscot Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Penobscot Trust Land,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Petition to the King,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Picayune Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Picuris Pueblo,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pigmentocracias,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pilgrims,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pima,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pine Ridge Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pinoleville Rancheria,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pit River,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pit River Trust Land,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Plan Integral AmbientaI Fronterizo,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Plan Mérida,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pleasant Point Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Plymouth Colony,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Poarch Creek Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pocha House,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pocho,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,poesía chicana,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pokagon Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Poll Tax,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pomo,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Ponca,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Ponca Trust Land,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Port Gamble Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Port Madison Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Potawatomi,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Prairie Band of Potawatomi Nation Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Prairie Island Indian Community,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Prince Edward Island,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Privacy Act,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Programa de Trabajadores Agrícolas Temporales (PTAT),HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Proliferation Security Initiative,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Proliferation Security Initiatives,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,PTAP,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pueblo de Cochiti,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pueblo of Pojoaque,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Puertopia,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Puritans,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Puyallup Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Pyramid Lake Paiute Reservation,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Quakers,HAS_SUBJECT
community___::1a3fdf1dea703989d39fdd0cec95cc9b,Qualla Boundary,HAS_SUBJECT
