subjectName:ID,:LABEL
Little Traverse Bay Reservation,Subject
Liver digital twin,Subject
Lone Pine Reservation,Subject
Long Peace,Subject
Lookout Rancheria,Subject
Los Coyotes Reservation,Subject
Louisiana,Subject
Lovelock Indian Colony,Subject
Low energy,Subject
Low energy level,Subject
Low-emission alternative energy for transport,Subject
Low-energy house,Subject
Low-energy transfer,Subject
Lower Brule Reservation,Subject
Lower Elwha Reservation,Subject
Lower Sioux Indian Community,Subject
Lower energy,Subject
Lummi Reservation,Subject
Lxs Otrxs Dreamers,Subject
Lyndon B. Johnson,Subject
Lytton Rancheria,Subject
MAGA,Subject
MERS-CoV,Subject
MIKTA,Subject
MIRPS,Subject
Machine Learning in Astronomy,Subject
Magnetic energy,Subject
Magnetic field energy,Subject
Maidu,Subject
Maine,Subject
Makah Indian Reservation,Subject
Maliseet,Subject
Manchester-Point Arena Rancheria,Subject
Mandan,Subject
Mandatory renewable energy target,Subject
Manitoba,Subject
Manzanita Reservation,Subject
Mapa (Mexican-American Political Association),Subject
Margaret Atwood,Subject
Maricopa,Subject
Maricopa Ak Chin Indian Reservation,Subject
Marine Corps Intelligence,Subject
Marine energy,Subject
Maritime spatial planning,Subject
Maritime transport,Subject
Mark E. Kelly,Subject
Mars,Subject
Martin Luther King,Subject
Martin Van Buren,Subject
Maryland,Subject
Mashantucket Pequot Reservation,Subject
Mashpee Wampanoag Reservation,Subject
Mass energy,Subject
Massachusetts,Subject
Match-e-be-nash-she-wish Band of Pottawatomi Reservation,Subject
Material science,Subject
Mattaponi Reservation,Subject
Maximal energy,Subject
Maximum energy capture,Subject
Mecha (Movimiento Estudiantil Chicano de Aztlán),Subject
Mechanical energy,Subject
Mechanical energy storage,Subject
Medicinal Plants,Subject
Medicinas a Base de Plantas,Subject
Meech Lake Accord,Subject
Melting Pot,Subject
Menominee Reservation,Subject
Menschenhandel,Subject
Menschenrechte,Subject
Mental Health,Subject
Mercados Ilícitos,Subject
Mesa Grande Reservation,Subject
Mescalero Reservation,Subject
Mexican American,Subject
Mexican American Women,Subject
Mexican Americans authors,Subject
Mexican Americans in Literature,Subject
Mexican Canadians,Subject
Mexican cultural industries,Subject
Mexican temporary agricultural Workers in Canada,Subject
Mexican-Americans,Subject
Mexicans in Canada,Subject
Mexico and United States and Canada,Subject
Mexico-U.S,Subject
Mexico-U.S. relations,Subject
Mexico-United States border studies,Subject
Miccosukee Reservation,Subject
Michigan,Subject
Middle East Respiratory Syndrome,Subject
Middletown Rancheria,Subject
Migrant Workers Alliance for Change (MWAC),Subject
Migration Policy Institute,Subject
Millard Fillmore,Subject
Mille Lacs Reservation,Subject
Miluk Coos,Subject
Minimal free energy,Subject
Minimum energy control,Subject
Minimum free energy,Subject
Minimum ignition energy,Subject
Minimum total potential energy principle,Subject
Minnesota,Subject
Minnesota Chippewa Trust Land,Subject
Missing energy,Subject
Mississippi,Subject
Mississippi Choctaw Reservation,Subject
Missouri,Subject
Miwok,Subject
Miꞌkmaq,Subject
Moapa River Indian Reservation,Subject
Mobility integration,Subject
Mobility services for people and goods,Subject
Mohave,Subject
Mohegan Reservation,Subject
Moist static energy,Subject
Mono,Subject
Monroe Doctrine,Subject
Monroe doctrine,Subject
Montana,Subject
Montgomery Creek Rancheria,Subject
Mooretown Rancheria,Subject
Morongo Reservation,Subject
Motorway of the Sea,Subject
Movimiento Estudiantil Chicano,Subject
Muckleshoot,Subject
Muckleshoot Reservation,Subject
Multibeam Backscatter,Subject
Multimodal Brain Image Analysis,Subject
Music Canada,Subject
NAFTA,Subject
NAFTA renegotiation,Subject
NGA,Subject
NRO,Subject
NSA,Subject
Nachhaltige Entwicklung,Subject
Nakota,Subject
Nambe Pueblo,Subject
Narcotráfico,Subject
Narragansett Reservation,Subject
NatCon,Subject
NatGeo,Subject
National Appliance Energy Conservation Act,Subject
National Conservatism Conference,Subject
National Democratic Congress (NDC),Subject
National Energy Act,Subject
National Energy Modeling System,Subject
National Foreign Intelligence Program.,Subject
National Geospatial-Intelligence Agency (NGA),Subject
National Identity,Subject
National Immigration Forum,Subject
National Intelligence Program,Subject
National Reconnaissance Office (NRO),Subject
National Reconnaissance Program,Subject
National Renewable Energy Action Plan,Subject
National Security Agency,Subject
Native Americans,Subject
Natural energy,Subject
Navajo,Subject
Navajo Nation,Subject
Navigation and control systems for optimised planning and routing,Subject
Navy Intelligence,Subject
Nebraska,Subject
Negative energy,Subject
Negro Fort,Subject
Negro War,Subject
Negroes in US,Subject
Nespelem,Subject
Net energy,Subject
Net energy gain,Subject
Net energy value,Subject
Network and traffic management systems,Subject
Neue Technologien,Subject
Nevada,Subject
New Brunswick,Subject
New Hampshire,Subject
New Jersey,Subject
New Mexico,Subject
New Technologies,Subject
New York,Subject
New York Conspiracy of 1741,Subject
New York Declaration for Refugees and Migrants,Subject
Newfoundland and Labrador,Subject
Nez Perce,Subject
Nez Perce Reservation,Subject
Nigro-War,Subject
Nisqually,Subject
Nisqually Reservation,Subject
No Child Left behind Act of 2001,Subject
Nonlinear energy operator,Subject
Nooksack Reservation,Subject
Normalized energy deviation,Subject
North America,Subject
North American,Subject
North American Free Trade Agreement,Subject
North American cultural industries,Subject
North American trade,Subject
North Carolina,Subject
North Dakota,Subject
North Fork Rancheria,Subject
Northern American,Subject
Northern Cheyenne Indian Reservation,Subject
Northern Paiute,Subject
Northern Shoshone,Subject
Northwest Territories,Subject
Northwestern Shoshone Reservation,Subject
Nova Scotia,Subject
Nuclear Energy,Subject
Nuclear energy,Subject
Nuclear energy policy,Subject
Nuclear power,Subject
Nuevas Tecnologías,Subject
Nunavut,Subject
Nuu-chah-nulth,Subject
Nycole Turmel,Subject
ODA,Subject
OSINT,Subject
Obama,Subject
Obamacare,Subject
Ocean mapping,Subject
Ocean thermal energy conversion,Subject
Office of the Director of National Intelligence (DNI),Subject
Offshore renewable energy,Subject
Ohio,Subject
Ohkay Owingeh,Subject
Oil Springs Reservation,Subject
Ojibwe,Subject
Oklahoma,Subject
Old North Bridge,Subject
Omaha Reservation,Subject
On-demand public transport,Subject
Oneida Nation Reservation,Subject
Oneida Reservation,Subject
Onondaga Nation Reservation,Subject
Ontario,Subject
Ontonagon Reservation,Subject
OpenStreetMap,Subject
Operating energy,Subject
Operational energy,Subject
Operativo Centinela,Subject
Oregon,Subject
Organisiertes Verbrechen,Subject
Organizaciones Basadas en la Fe,Subject
Organized crime,Subject
Orthocoronavirinae,Subject
Osage Reservation,Subject
Otros Dreamers en Acción (ODA),Subject
Otros Dreams en Acción (ODA),Subject
Overall Energy Level,Subject
PTAP,Subject
PV,Subject
PV system,Subject
PVGIS,Subject
Pacto Mundial sobre los Refugiados,Subject
Paiute Reservation,Subject
Pala Reservation,Subject
Paleostress,Subject
Palouse,Subject
Pamunkey Reservation,Subject
Panlatinidad,Subject
Panlatino,Subject
Pascua Pueblo Yaqui Reservation,Subject
Paskenta Rancheria,Subject
Passamaquoddy,Subject
Passamaquoddy Trust Land,Subject
Passenger mobility,Subject
Patriot Act,Subject
Patriots,Subject
Pauma and Yuima Reservation,Subject
Pax Americana,Subject
Pechanga Reservation,Subject
Pennsylvania,Subject
Penobscot,Subject
Penobscot Reservation,Subject
Penobscot Trust Land,Subject
Personal Air Transport,Subject
Personal Rapid Transit system,Subject
Petition to the King,Subject
Pew Research C,Subject
Phenomenology,Subject
Philosophie der Befreiung,Subject
Philosophy of Liberation,Subject
Philosophy of Religion,Subject
Photovoltaic,Subject
Photovoltaic energy conversion,Subject
Photovoltaic solar energy,Subject
Photovoltaics,Subject
Phänomenologie,Subject
Picayune Rancheria,Subject
Picuris Pueblo,Subject
Pigmentocracias,Subject
Pilgrims,Subject
Pima,Subject
Pine Ridge Reservation,Subject
Pinoleville Rancheria,Subject
Pipeline transport,Subject
Pit River,Subject
Pit River Trust Land,Subject
Plan Integral AmbientaI Fronterizo,Subject
Plan Mérida,Subject
Planetary Science,Subject
Plant-Based Medicines,Subject
Plantas Medicinales,Subject
Plantas Sagradas,Subject
Plasma energy,Subject
Pleasant Point Reservation,Subject
Plymouth Colony,Subject
Poarch Creek Reservation,Subject
Poblaciones Especiales,Subject
Pocha House,Subject
Pocho,Subject
Pokagon Reservation,Subject
Poll Tax,Subject
Polluting transport,Subject
Política de Drogas,Subject
Pomo,Subject
Ponca,Subject
Ponca Trust Land,Subject
Port Gamble Reservation,Subject
Port Madison Reservation,Subject
Positive energy,Subject
Positive energy theorem,Subject
Potawatomi,Subject
Potential energy,Subject
Potential energy landscape,Subject
Potential energy surface,Subject
Power lines,Subject
Power2X,Subject
Power2gas,Subject
Powerplants,Subject
Prairie Band of Potawatomi Nation Reservation,Subject
Prairie Island Indian Community,Subject
Prevención de Blanqueo de Capitales,Subject
Primary Energy Resources,Subject
Primary energy,Subject
Primary energy consumption,Subject
Prince Edward Island,Subject
Principle of minimum energy,Subject
Privacy Act,Subject
Programa de Trabajadores Agrícolas Temporales (PTAT),Subject
Proliferation Security Initiative,Subject
Proliferation Security Initiatives,Subject
Psicodélicos,Subject
Psychedelics,Subject
Psychedelika,Subject
Psychische Gesundheit,Subject
Public transport system,Subject
Pueblo de Cochiti,Subject
Pueblo of Pojoaque,Subject
Puertopia,Subject
Pulse energy density,Subject
Puritans,Subject
Puyallup Reservation,Subject
Pyramid Lake Paiute Reservation,Subject
Quakers,Subject
Quality of transport system and services,Subject
Qualla Boundary,Subject
Quartz Valley Reservation,Subject
Quebec,Subject
Quechan,Subject
Quileute Reservation,Subject
Quinault,Subject
Quinault Reservation,Subject
Radiant energy,Subject
Radiant energy density,Subject
Radio Astronomy,Subject
Radio frequency energy,Subject
Radon,Subject
Radon measurements,Subject
Radon monitoring,Subject
Rail technologies,Subject
Rail transport,Subject
Railway dynamics,Subject
Railway transport,Subject
Railways applications,Subject
Ralph Waldo Emerson,Subject
Ramona Village,Subject
Random energy model,Subject
Rational use of motorised transport,Subject
Reaction energy,Subject
Reactive energy,Subject
Recommended energy intake,Subject
Red Cliff Reservation,Subject
Red Lake Reservation,Subject
Redding Rancheria,Subject
Redfield & Wilton Strategies,Subject
Reducción de Daños,Subject
Reduced energy expenditure,Subject
Redwood Valley Rancheria,Subject
Regenerative energy,Subject
Religiones Comparadas,Subject
Religionsgeschichte,Subject
Religionsphilosophie,Subject
Renewable Energy Certificate,Subject
Renewable energy,Subject
Renewable energy commercialization,Subject
Renewable energy consumption,Subject
Renewable energy credit,Subject
Renewable energy debate,Subject
Renewable energy in Argentina,Subject
Renewable energy in Brazil,Subject
Renewable energy in China,Subject
Renewable energy in Denmark,Subject
Renewable energy in the European Union,Subject
Renewable energy in the Philippines,Subject
Renewable energy investment,Subject
Renewable energy law,Subject
Renewable energy penetration,Subject
Renewable energy policy,Subject
Renewable energy sources,Subject
Renewable energy storage,Subject
Renewable energy supply,Subject
Renewable energy system,Subject
Renewable energy technology,Subject
Renewable thermal energy,Subject
Reno-Sparks Indian Colony,Subject
Resident Return Visas (RRV),Subject
Residential energy,Subject
Residual energy,Subject
Resighini Rancheria,Subject
Responsible Business Conduct Abroad: Canada’s Strategy for The Future,Subject
Revolutionary War,Subject
Rhode Island,Subject
Richard Nixon,Subject
Rincon Reservation,Subject
River Information Services,Subject
Road traffic monitoring,Subject
Road transport,Subject
Roaring Creek Rancheria,Subject
Robert Livingston,Subject
Robinson Rancheria,Subject
Roger Sherman,Subject
Roger Williams,Subject
Rohnerville Rancheria,Subject
Ronald Reagan,Subject
Rosebud Indian Reservation,Subject
Rotational energy,Subject
Round Valley Reservation,Subject
Roy Cooper,Subject
Rumsey Indian Rancheria,Subject
Rutherford B. Hayes,Subject
SARS,Subject
SARS-CoV,Subject
SARS-CoV-2,Subject
SDG1 - No poverty,Subject
SDG10 - Reduced inequalities,Subject
SDG11 - Sustainable cities and communities,Subject
SDG12 - Responsible consumption and production,Subject
SDG13 - Climate action,Subject
SDG14 - Life below water,Subject
SDG15 - Life on land,Subject
SDG16 - Peace justice and strong institutions,Subject
SDG17 - Partnerships for the goals,Subject
SDG2 - Zero hunger,Subject
SDG3 - Good health and well being,Subject
SDG4 - Quality education,Subject
SDG5 - Gender equality,Subject
SDG6 - Clean water and sanitation,Subject
SDG7 - Affordable and clean energy,Subject
SDG8 - Decent work and economic growth,Subject
SDG9 - Industry innovation and infrastructure,Subject
SEAP,Subject
SEAP/SECAP,Subject
SECAP,Subject
SKA,Subject
SO2,Subject
STEM workers,Subject
STRIA,Subject
Sac and Fox Nation Reservation,Subject
Sac and Fox Nation Trust Land,Subject
Sac and Fox/Meskwaki Settlement,Subject
Sacred Plants,Subject
Safety measures & requirements for roads,Subject
Saginaw Chippewa,Subject
Saguenay,Subject
Salt River Reservation,Subject
Salud Mental,Subject
Samuel Staples,Subject
Samuel de Champlain,Subject
San Carlos Reservation,Subject
San Felipe Pueblo,Subject
San Ildefonso Pueblo,Subject
San Manuel Reservation,Subject
San Pasqual Reservation,Subject
Sandia Pueblo,Subject
Sanpoil,Subject
Santa Ana Pueblo,Subject
Santa Clara Pueblo,Subject
Santa Rosa Rancheria,Subject
Santa Rosa Reservation,Subject
Santa Ynez Reservation,Subject
Santa Ysabel Reservation,Subject
Santee Reservation,Subject
Santo Domingo Pueblo,Subject
Saskatchewan,Subject
Sauk-Suiattle Reservation,Subject
Sault Ste. Marie Reservation,Subject
Science Policy Network from Latin America,Subject
Sea hubs and the motorways of the sea,Subject
Seabed classification,Subject
Seamless mobility,Subject
Seasonal Agricultural Worker Program (SAWP),Subject
Seasonal Agricultury Worker Program (SAWP),Subject
Seasonal energy efficiency ratio,Subject
Seasonal thermal energy storage,Subject
Second Continental Congress,Subject
Second Great Migration,Subject
Secondary Energy Resource,Subject
Secondary energy,Subject
Secwepemc,Subject
Selbstmedikation,Subject
Self-medication,Subject
Seminole,Subject
Seminole Trust Land,Subject
Senator Daniel Webster,Subject
Seneca,Subject
Severe Acute Respiratory Syndrome,Subject
Severe acute respiratory syndrome coronavirus 2,Subject
Shakopee Mdewakanton Sioux Community,Subject
Shared mobility,Subject
Shared mobility for people and goods,Subject
Sherwood Valley Rancheria,Subject
Shingle Springs Rancheria,Subject
Shinnecock Reservation,Subject
Shoalwater Bay Indian Reservation,Subject
Short Sea Shipping,Subject
Siletz Reservation,Subject
Single European Sky,Subject
Sinixt,Subject
Sinkiuse-Columbia,Subject
Siuslaw,Subject
Skokomish Reservation,Subject
Skull Valley Reservation,Subject
Smart city planning,Subject
Smart energy systems,Subject
Smart mobility,Subject
Smart mobility and services,Subject
Smith River Rancheria,Subject
Snoqualmie Reservation,Subject
Soboba Reservation,Subject
Sokaogon Chippewa Community,Subject
Solar Energy Generating Systems,Subject
Solar Renewable Energy Certificate,Subject
Solar energy,Subject
Solar energy conversion,Subject
Solar energy conversion efficiency,Subject
Solar energy harvesting,Subject
Solar energy storage,Subject
Solar hydrogen energy cycle,Subject
Solar panel,Subject
Solar thermal,Subject
Solar thermal energy,Subject
Sound energy density,Subject
Sound energy flux,Subject
Source finding,Subject
South Carolina,Subject
South Dakota,Subject
South Fork Reservation,Subject
Southern Paiute,Subject
Southern Ute Reservation,Subject
Space Maps Mosaicking,Subject
Special Populations,Subject
Specific energy,Subject
Specific energy absorption,Subject
Specific energy consumption,Subject
Specific energy density,Subject
Specific kinetic energy,Subject
Specific mechanical energy,Subject
Specific orbital energy,Subject
Specific potential energy,Subject
Specific surface energy,Subject
Spectral energy distribution,Subject
Spirit Lake Reservation,Subject
Spokane Reservation,Subject
Sprachen der Ahnen,Subject
Squaxin Island Reservation,Subject
St. Croix Reservation,Subject
St. Regis Mohawk Reservation,Subject
Stablecoin,Subject
Standard Gibbs free energy of formation,Subject
Standing Rock Reservation,Subject
Star Formation,Subject
State of energy,Subject
Statement of Principles on Academic Freedom and Tenure,Subject
Statistical energy analysis,Subject
Stephen Harper,Subject
Stewart Community,Subject
Stewarts Point Rancheria,Subject
Stillaguamish Reservation,Subject
Stockbridge Munsee Community,Subject
Storage energy,Subject
Stored energy,Subject
Strafjustiz,Subject
Strain energy density function,Subject
Stress field,Subject
Stress map reconstruction,Subject
Submarine Geomorphology,Subject
Subnational Dynamics in North America,Subject
Suffolk Resolves,Subject
Sulphur Bank Rancheria,Subject
Summit Lake Reservation,Subject
Supercapacitor energy storage,Subject
Superconducting magnetic energy storage,Subject
Supreme Court of the United Startes (SCOTUS),Subject
Surface energy balance,Subject
Surface energy flux,Subject
Surface energy transfer,Subject
Surveillance,Subject
Susanville Indian Rancheria,Subject
Sustainable Development,Subject
Sustainable Energy Utility,Subject
Sustainable building,Subject
Sustainable energy,Subject
Sustainable transport,Subject
Sustainable urban systems,Subject
Swinomish Reservation,Subject
Sycuan Reservation,Subject
Syilx,Subject
Synthetic Drugs,Subject
Síndrome Respiratorio Agudo Severo,Subject
T-MEC,Subject
T1 pulse sequence,Subject
T2 pulse sequence,Subject
TLCAN,Subject
Table Bluff Reservation,Subject
Table Mountain Rancheria,Subject
Tampa Reservation,Subject
Taos Pueblo,Subject
Tea Act,Subject
Temporary Foreing Worker Program (TFWP),Subject
Tennessee,Subject
Teología,Subject
Teología de la Liberación,Subject
Teología de la Vida,Subject
Terrorismusbekämpfung,Subject
Tesuque Pueblo,Subject
Tewa,Subject
Texas,Subject
The 24th Amendment,Subject
The American Scholar,Subject
The Americas Partnership for Economic Prosperity (APEP),Subject
The Constitution of the United States,Subject
The Heritage Foundation,Subject
The New England Settlers,Subject
The O’Really Factor,Subject
The Rust Belt,Subject
The Security and Prosperity Partnership of North America (SPP),Subject
The Sherbooke Declaration,Subject
The Vangard Group,Subject
The Well,Subject
The nonimmigrant NAFTA Professional (TN) visa,Subject
Theodore Roosevelt,Subject
Theologie,Subject
Theologie des Lebens,Subject
Theology,Subject
Theology of Liberation,Subject
Theology of Life,Subject
Thermal Energy Evaluation,Subject
Thermal activation energy,Subject
Thermal energy,Subject
Thermal energy harvesting,Subject
Thermal energy recovery,Subject
Thermal energy storage,Subject
Thermal energy storage system,Subject
Thermodynamic free energy,Subject
Thermoelectric energy conversion,Subject
Thermoelectric energy harvesting,Subject
Thirteen Colonies,Subject
Thomas Jefferson,Subject
Thomas Mulcair,Subject
Thomas Paine,Subject
Threshold energy,Subject
Tidal current energy,Subject
Tidal stream energy,Subject
Tijuana,Subject
Tim Walz,Subject
Timbi-Sha Shoshone Reservation,Subject
Timms staining,Subject
Tiwa,Subject
Tolowa,Subject
Tom Ridge,Subject
Tommy Douglas,Subject
Tonawanda Reservation,Subject
Tonto Apache Reservation,Subject
Torres-Martinez Reservation,Subject
Total energy,Subject
Total energy expenditure,Subject
Traffic congestion,Subject
Traffic engineering,Subject
Transient energy function,Subject
Translational energy,Subject
Transport electrification,Subject
Transport pricing,Subject
Transportation energy,Subject
Transportation engineering,Subject
Tratado Interamericano de Asistencia Recíproca (TIAR),Subject
Tratado de Guadalupe Hidalgo,Subject
Tratado de Libre Comercio,Subject
Traveller services,Subject
Trinidad Rancheria,Subject
Triple energy window,Subject
Truth and Reconciliation Commission of Canada,Subject
Tráfico de Personas,Subject
Tsimshian,Subject
Tulalip Reservation,Subject
Tule River Reservation,Subject
Tunica-Biloxi Reservation,Subject
Tuolumne Rancheria,Subject
Turbulence kinetic energy,Subject
Turbulent energy dissipation,Subject
Turtle Mountain Reservation,Subject
Tuscarora Nation Reservation,Subject
Tweed Marijuana Inc.,Subject
Twenty-Nine Palms Reservation,Subject
U. S. Custom and Borde Protection,Subject
U. S. Department of State,Subject
U. S. Department of the Navy,Subject
U. S. Fed Rate,Subject
U.S. Air Force Intelligence,Subject
U.S. Army Intelligence (G-2),Subject
U.S. Border Patrol,Subject
U.S. Code,Subject
U.S. Customs and Border Protection,Subject
U.S. Department of the Treasury,Subject
U.S. Department of the Treasury’s Office of Terrorism and Financial Intelligence (TFI),Subject
U.S. Federalism,Subject
U.S. House of Representatives,Subject
U.S. Immigration and Customs Enforcement (ICE),Subject
U.S. Intelligence Community,Subject
U.S. Interdisciplinary Studies,Subject
U.S. Marine Corps USMC),Subject
U.S. National Intelligence Community,Subject
U.S. Naval Intelligence,Subject
U.S. Space Force (USSF),Subject
U.S. elections,Subject
U.S.-Mexico Free Trade Negotiations and the Envtronment,Subject
UBEM,Subject
UMSCA,Subject
UN Migration Agency,Subject
UN Refugee Agency (UNHCR),Subject
UNHCR,Subject
UNODC,Subject
UNPD,Subject
US New Republic,Subject
US politics,Subject
US-Mexico Border,Subject
USAID,Subject
USMC,Subject
USMCA,Subject
USSF,Subject
Uintah and Ouray Reservation,Subject
Ulysses S. Grant,Subject
Umatilla Reservation,Subject
Umpqua,Subject
Uncle Sam,Subject
Underwater Photogrammetry,Subject
UndocuCrit,Subject
Undocumented Youth Movement,Subject
United Farm Workers,Subject
United Nations High Commissioner for Refugees (UNHCR),Subject
United Nations’s Sustainable Development Goals,Subject
United States Army,Subject
United States Department of Energy International Energy Storage Database,Subject
United States Navy,Subject
United States and Canada and Mexico,Subject
United States energy independence,Subject
United States legislative agenda,Subject
United States-Mexico relations,Subject
Unites Nations Organizations,Subject
Units of energy,Subject
Upper Canada,Subject
Upper Lake Rancheria,Subject
Upper Sioux Community,Subject
Upper Skagit Reservation,Subject
Urban building energy modeling,Subject
Urban energy Planning,Subject
Urban logistics,Subject
Urban mobility solutions,Subject
Ursprachen,Subject
Us -Mexico transboundary,Subject
Utah,Subject
Ute Mountain Reservation,Subject
Variable renewable energy,Subject
Vegetable oils as alternative energy,Subject
Vehicle design,Subject
Vehicle efficiency,Subject
Vehicle manufacturing,Subject
Vermont,Subject
Vibrational energy,Subject
Viejas Reservation,Subject
Vietnam War,Subject
Virginia,Subject
Virtual Reality,Subject
Visible energy,Subject
Visual Analytics,Subject
Visualization,Subject
Vulnerable road users,Subject
W estern Interstate Commission for Higher Education (wiche),Subject
WATERBORNE ETP,Subject
WIPO,Subject
WUSC (World University Service of Canada),Subject
Wailaki,Subject
Walker River Reservation,Subject
Wall of Separation,Subject
Wampanoag,Subject
Wampanoag-Aquinnah Trust Land,Subject
Warm Springs Reservation,Subject
Warren G. Harding,Subject
Washington,Subject
Washoe,Subject
Washoe Ranches Trust Land,Subject
Waste-to-energy,Subject
Waste-to-energy plant,Subject
Water energy,Subject
Water-energy nexus,Subject
Watergate Scandal,Subject
Wave energy converter,Subject
Weighted energy,Subject
Wells Colony,Subject
Wenatchi,Subject
Wendell Phillips,Subject
West Virginia,Subject
Western Shoshone,Subject
Whig Party,Subject
White Earth Reservation,Subject
White House (WH),Subject
White House Initiative on Historically Black Colleges and Universities (HBCU),Subject
White West,Subject
Whitness,Subject
William Bradford,Subject
William Henry Harrison,Subject
William Howard Taft,Subject
William McKinley,Subject
William Penn,Subject
Wilson Center,Subject
Wilton Rancheria Trust Land,Subject
Wind River Reservation,Subject
Wind energy,Subject
Wind energy conversion,Subject
Wind energy penetration,Subject
Wind turbine,Subject
Winnebago Reservation,Subject
Winnemucca Indian Colony,Subject
Wintu,Subject
Wintun,Subject
Wireless energy harvesting,Subject
Wireless sensor networks energy conservation,Subject
Wireless sensor networks energy consumption,Subject
Wireless sensor networks energy harvesting,Subject
Wisconsin,Subject
Women in politics–United States,Subject
Woodfords Community,Subject
Woodrow Wilson,Subject
World Energy Outlook,Subject
World Intellectual Property Organization (WIPO),Subject
World energy consumption,Subject
World energy resources,Subject
Worldwide energy supply,Subject
Wyoming,Subject
XL Ranch Rancheria,Subject
Yakama Nation Reservation,Subject
Yale University,Subject
Yankton Reservation,Subject
Yavapai,Subject
Yavapai-Apache Nation Reservation,Subject
Yavapai-Prescott Reservation,Subject
Yerington Colony,Subject
Yomba Reservation,Subject
Ysleta del Sur Pueblo,Subject
Yukon,Subject
Yurok,Subject
Yurok Reservation,Subject
Zachary Taylor,Subject
Zeeman energy,Subject
Zero-energy building,Subject
Zero-energy universe,Subject
Zia Pueblo,Subject
Zuni Reservation,Subject
african vote,Subject
agriculture,Subject
air traffic management,Subject
air transport system,Subject
air vehicles,Subject
alc,Subject
allophone,Subject
alternative energy,Subject
alzheimers disease,Subject
anglophone,Subject
anterograde tracing,Subject
apep,Subject
aqua,Subject
archaeological conservation,Subject
archaeological reports,Subject
archaeological sites,Subject
archaeological stratigraphy,Subject
archaeology,Subject
architectural orders,Subject
architecture conservation,Subject
art conservation,Subject
art history,Subject
arterial spin labelling,Subject
artificial intelligence in healthcare,Subject
artificial intelligence in medicine,Subject
asymmetric synapse,Subject
autism spectrum disorder,Subject
automated and shared vehicles,Subject
aviation’s climate impact,Subject
axon,Subject
axon terminal,Subject
bilateral relations mexico and united states,Subject
bioarchaeology,Subject
biodiesel,Subject
bioenergy,Subject
bioethanol,Subject
biofuel,Subject
biogas,Subject
biomass,Subject
biomethane,Subject
black communities of british columbia,Subject
black history in canada,Subject
black matters,Subject
black nationalism,Subject
black power,Subject
blue collar workers,Subject
brain,Subject
brain abnormalities,Subject
brain digital twin,Subject
brain drain,Subject
brain fingerprinting,Subject
brain imaging,Subject
brain magnetic resonance imaging,Subject
brain mapping,Subject
brain ultrasonic imaging,Subject
"brain,neuroimaging",Subject
building efficiency,Subject
building energy performance simulation,Subject
burials,Subject
calcium imaging,Subject
canadian conservatism,Subject
cannabis in Canada,Subject
cannabis in the United States,Subject
cannabis workforce in Canada,Subject
cannabis workforce in the United States,Subject
cardiovascular digital twin,Subject
castles,Subject
cell attached patch clamp,Subject
central nervous system,Subject
cerebral atrophy,Subject
chapels,Subject
chicana poetry,Subject
chicano movie,Subject
chicano writers,Subject
chicanos,Subject
chicanx,Subject
cholinergic system,Subject
churches,Subject
classic art,Subject
clean energy,Subject
climate change,Subject
climate finance data,Subject
cnn,Subject
coal,Subject
coins,Subject
competitive migration regimes,Subject
computational modelling of bones,Subject
computational modelling of brain,Subject
computational modelling of cancer,Subject
computational modelling of cardiovascular systems,Subject
computational modelling of drugs,Subject
computational modelling of heart,Subject
computational modelling of intensive care,Subject
computational modelling of kidneys,Subject
computational modelling of liver,Subject
computational modelling of osteoporosis,Subject
computerized knowledge assessment,Subject
connectome mapping,Subject
contemporary art,Subject
coronavirus,Subject
coronavirus disease 2019,Subject
coronavirus disease-19,Subject
coronaviruses,Subject
cost of energy,Subject
craniotomy,Subject
critical sociocybernetics,Subject
cross-border studies,Subject
cultural heritage,Subject
decorations,Subject
dendrite,Subject
dendritic spine,Subject
diffusion tensor imaging,Subject
diffusion weighted imaging,Subject
digital Transformation,Subject
digital archaeology,Subject
digital cultural heritage,Subject
digital humanities,Subject
digital twin of bones,Subject
digital twin of intensive care,Subject
digital twin of osteoporosis,Subject
digital twins in healthcare,Subject
digital twins in medicine,Subject
digitalisation,Subject
digitalised forestry,Subject
digitalization,Subject
digitalization methods,Subject
digitisation,Subject
digitization,Subject
direct uses of the heat,Subject
donald trump,Subject
door-to- door logistics chain,Subject
dopamine,Subject
double-haters,Subject
elections in the United States,Subject
electrical supply,Subject
electrification of railway wagons,Subject
electrocorticography,Subject
electroencephalography,Subject
electromyography,Subject
emission abatement,Subject
energy audit,Subject
energy conservation,Subject
energy consumption,Subject
energy conversion,Subject
energy crisis,Subject
energy demand,Subject
energy dependence,Subject
energy distribution,Subject
energy diversification,Subject
energy efficiency,Subject
energy grid,Subject
energy industry,Subject
energy law,Subject
energy legislation,Subject
energy management,Subject
energy market,Subject
energy needs,Subject
energy network,Subject
energy policy,Subject
energy production,Subject
energy recovery,Subject
energy regulations,Subject
energy requirements,Subject
energy research,Subject
energy retrofit,Subject
energy saving,Subject
energy sector,Subject
energy site,Subject
energy statistics,Subject
energy storage,Subject
energy supply,Subject
energy technology,Subject
energy transition,Subject
energy transport,Subject
energy union,Subject
energy use,Subject
environmental archaeology,Subject
epidural electrocorticography,Subject
epilepsy,Subject
ethanol,Subject
ethics of digital twins,Subject
europeana,Subject
europeana data model,Subject
